[2084, 1289]
[ordered-list, [91.0, 269.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 305.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 341.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 377.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 413.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 449.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 485.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 521.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 557.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 593.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 629.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 665.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 701.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 737.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 773.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 809.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 845.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 881.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 917.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 953.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 989.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1025.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1061.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1097.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1133.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1169.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1205.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1241.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1277.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1313.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1349.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1385.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1421.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1457.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1493.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1529.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1565.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1601.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1637.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1673.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1709.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1745.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1781.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1817.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[ordered-list, [91.0, 1853.0, 1081.0, 36.0], shoonya_0sH7P20D6J2SBY, 5661097]
[folio, [632.0, 1937.0, 656.0, 36.0], shoonya_2sAA72WF7P91ZC, 5661097]
[folio, [632.0, 1973.0, 656.0, 36.0], shoonya_2sAA72WF7P91ZC, 5661097]
