[2200, 1700]
[paragraph, [375.0, 110.0, 1132.0, 36.0], shoonya_2sT45O926N57MT, 5734043]
[paragraph, [375.0, 146.0, 1132.0, 36.0], shoonya_2sT45O926N57MT, 5734043]
[paragraph, [375.0, 182.0, 1132.0, 36.0], shoonya_2sT45O926N57MT, 5734043]
[paragraph, [375.0, 218.0, 1132.0, 36.0], shoonya_2sT45O926N57MT, 5734043]
[paragraph, [375.0, 254.0, 1132.0, 36.0], shoonya_2sT45O926N57MT, 5734043]
[paragraph, [375.0, 290.0, 1132.0, 36.0], shoonya_2sT45O926N57MT, 5734043]
[paragraph, [375.0, 326.0, 1132.0, 36.0], shoonya_2sT45O926N57MT, 5734043]
[paragraph, [375.0, 362.0, 1132.0, 36.0], shoonya_2sT45O926N57MT, 5734043]
[paragraph, [375.0, 398.0, 1132.0, 36.0], shoonya_2sT45O926N57MT, 5734043]
[paragraph, [375.0, 434.0, 1132.0, 36.0], shoonya_2sT45O926N57MT, 5734043]
[paragraph, [375.0, 470.0, 1132.0, 36.0], shoonya_2sT45O926N57MT, 5734043]
[paragraph, [375.0, 506.0, 1132.0, 36.0], shoonya_2sT45O926N57MT, 5734043]
[paragraph, [375.0, 542.0, 1132.0, 36.0], shoonya_2sT45O926N57MT, 5734043]
[paragraph, [375.0, 578.0, 1132.0, 36.0], shoonya_2sT45O926N57MT, 5734043]
[paragraph, [375.0, 614.0, 1132.0, 36.0], shoonya_2sT45O926N57MT, 5734043]
[paragraph, [375.0, 650.0, 1132.0, 36.0], shoonya_2sT45O926N57MT, 5734043]
[paragraph, [375.0, 686.0, 1132.0, 36.0], shoonya_2sT45O926N57MT, 5734043]
[paragraph, [375.0, 722.0, 1132.0, 36.0], shoonya_2sT45O926N57MT, 5734043]
[paragraph, [372.0, 804.0, 1135.0, 36.0], shoonya_1s1D4CD96VPFA5, 5734043]
[paragraph, [372.0, 840.0, 1135.0, 36.0], shoonya_1s1D4CD96VPFA5, 5734043]
[paragraph, [372.0, 876.0, 1135.0, 36.0], shoonya_1s1D4CD96VPFA5, 5734043]
[paragraph, [372.0, 912.0, 1135.0, 36.0], shoonya_1s1D4CD96VPFA5, 5734043]
[paragraph, [372.0, 948.0, 1135.0, 36.0], shoonya_1s1D4CD96VPFA5, 5734043]
[paragraph, [372.0, 984.0, 1135.0, 36.0], shoonya_1s1D4CD96VPFA5, 5734043]
[paragraph, [372.0, 1020.0, 1135.0, 36.0], shoonya_1s1D4CD96VPFA5, 5734043]
[paragraph, [372.0, 1056.0, 1135.0, 36.0], shoonya_1s1D4CD96VPFA5, 5734043]
[paragraph, [372.0, 1092.0, 1135.0, 36.0], shoonya_1s1D4CD96VPFA5, 5734043]
[paragraph, [372.0, 1128.0, 1135.0, 36.0], shoonya_1s1D4CD96VPFA5, 5734043]
[paragraph, [372.0, 1164.0, 1135.0, 36.0], shoonya_1s1D4CD96VPFA5, 5734043]
[paragraph, [372.0, 1200.0, 1135.0, 36.0], shoonya_1s1D4CD96VPFA5, 5734043]
[paragraph, [372.0, 1236.0, 1135.0, 36.0], shoonya_1s1D4CD96VPFA5, 5734043]
[paragraph, [374.0, 1324.0, 1130.0, 36.0], shoonya_0s0QAT2A0O7FWC, 5734043]
[paragraph, [374.0, 1360.0, 1130.0, 36.0], shoonya_0s0QAT2A0O7FWC, 5734043]
[paragraph, [374.0, 1396.0, 1130.0, 36.0], shoonya_0s0QAT2A0O7FWC, 5734043]
[paragraph, [374.0, 1432.0, 1130.0, 36.0], shoonya_0s0QAT2A0O7FWC, 5734043]
[paragraph, [374.0, 1468.0, 1130.0, 36.0], shoonya_0s0QAT2A0O7FWC, 5734043]
[paragraph, [374.0, 1504.0, 1130.0, 36.0], shoonya_0s0QAT2A0O7FWC, 5734043]
[paragraph, [374.0, 1540.0, 1130.0, 36.0], shoonya_0s0QAT2A0O7FWC, 5734043]
[paragraph, [374.0, 1576.0, 1130.0, 36.0], shoonya_0s0QAT2A0O7FWC, 5734043]
[paragraph, [374.0, 1612.0, 1130.0, 36.0], shoonya_0s0QAT2A0O7FWC, 5734043]
[paragraph, [374.0, 1648.0, 1130.0, 36.0], shoonya_0s0QAT2A0O7FWC, 5734043]
[paragraph, [374.0, 1684.0, 1130.0, 36.0], shoonya_0s0QAT2A0O7FWC, 5734043]
[paragraph, [374.0, 1720.0, 1130.0, 36.0], shoonya_0s0QAT2A0O7FWC, 5734043]
[paragraph, [374.0, 1756.0, 1130.0, 36.0], shoonya_0s0QAT2A0O7FWC, 5734043]
[paragraph, [374.0, 1792.0, 1130.0, 36.0], shoonya_0s0QAT2A0O7FWC, 5734043]
[paragraph, [374.0, 1828.0, 1130.0, 36.0], shoonya_0s0QAT2A0O7FWC, 5734043]
[paragraph, [374.0, 1864.0, 1130.0, 36.0], shoonya_0s0QAT2A0O7FWC, 5734043]
[paragraph, [374.0, 1900.0, 1130.0, 36.0], shoonya_0s0QAT2A0O7FWC, 5734043]
[paragraph, [374.0, 1936.0, 1130.0, 36.0], shoonya_0s0QAT2A0O7FWC, 5734043]
[paragraph, [374.0, 1972.0, 1130.0, 36.0], shoonya_0s0QAT2A0O7FWC, 5734043]
[paragraph, [374.0, 2008.0, 1130.0, 36.0], shoonya_0s0QAT2A0O7FWC, 5734043]
[folio, [870.0, 2144.0, 583.0, 36.0], shoonya_3sYA7RH4RHXRBC, 5734043]
